Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCX18,11.79166667,Regular,0.008811818,Household,196,OUT045,2002,,Tier 3,Supermarket Type1,1964
FDA38,4.533333333,Regular,0.025583714,Dairy,239,OUT018,2009,Medium,Tier 1,Supermarket Type2,343
FDQ19,6.125,Low Fat,0.014353174,Fruits and Vegetables,242,OUT013,1987,High,Tier 1,Supermarket Type1,692
FDY47,0,Low Fat,0.054220618,Breads,129,OUT027,1985,Medium,Tier 1,Supermarket Type3,3523
FDE17,16.75,Low Fat,0.054410179,Frozen Foods,151,OUT013,1987,High,Tier 1,Supermarket Type1,1943
FDY25,10,Regular,0.033974436,Canned,181,OUT046,1997,Small,Tier 2,Supermarket Type1,3233
FDT03,17.70833333,Regular,0.009996872,Meat,185,OUT035,2004,Small,Tier 3,Supermarket Type1,2231
FDB49,6.916666667,Low Fat,0.030212499,Baking Goods,98,OUT045,2002,,Tier 3,Supermarket Type1,2041
FDL43,8.416666667,Regular,0.027217468,Meat,76,OUT017,2007,,Tier 3,Supermarket Type1,1039
FDE47,11.79166667,Regular,0.038123176,Starchy Foods,123,OUT017,2007,,Tier 3,Supermarket Type1,1422
FDS49,7.5,Regular,0.079506434,Canned,78,OUT045,2002,,Tier 3,Supermarket Type1,1234
FDU23,10.125,Regular,0.021811987,Breads,163,OUT018,2009,Medium,Tier 1,Supermarket Type2,1651
FDU38,0,Regular,0.082150145,Dairy,192,OUT027,1985,Medium,Tier 1,Supermarket Type3,5341
FDV09,0,Regular,0.036012919,Snack Foods,148,OUT019,1985,Small,Tier 2,Grocery Store,424
FDR20,16.66666667,Low Fat,0.028167478,Fruits and Vegetables,45,OUT049,1999,Medium,Tier 2,Supermarket Type1,323
FDY11,5.591666667,Low Fat,0.029560451,Baking Goods,65,OUT046,1997,Small,Tier 2,Supermarket Type1,612
FDG40,0,Regular,0.039631495,Frozen Foods,31,OUT027,1985,Medium,Tier 1,Supermarket Type3,703
FDX20,6.1375,Regular,0.04280099,Fruits and Vegetables,228,OUT017,2007,,Tier 3,Supermarket Type1,1455
FDZ27,6.6125,Reg,0.017141985,Dairy,50,OUT013,1987,High,Tier 1,Supermarket Type1,107
FDH09,10.5,Regular,0.056394771,Seafood,51,OUT017,2007,,Tier 3,Supermarket Type1,338
FDG29,14.66666667,Regular,0.056379439,Frozen Foods,42,OUT049,1999,Medium,Tier 2,Supermarket Type1,209
NCA30,15.83333333,Regular,0.129534812,Household,190,OUT049,1999,Medium,Tier 2,Supermarket Type1,3646
NCL53,6.25,Regular,0.036439878,Health and Hygiene,175,OUT017,2007,,Tier 3,Supermarket Type1,2150
DRE15,11.125,Regular,0,Dairy,77,OUT046,1997,Small,Tier 2,Supermarket Type1,704
NCS38,7.166666667,Regular,0.090191431,Household,112,OUT046,1997,Small,Tier 2,Supermarket Type1,327
FDY21,0,Reg,0.30374337,Snack Foods,196,OUT019,1985,Small,Tier 2,Grocery Store,420
FDB58,8.75,Low Fat,0.022590318,Snack Foods,140,OUT010,1998,,Tier 1,Grocery Store,202
FDH41,7.5,Regular,0.082011521,Frozen Foods,213,OUT046,1997,Small,Tier 2,Supermarket Type1,1382
DRF23,3.841666667,Regular,0.122843005,Hard Drinks,172,OUT049,1999,Medium,Tier 2,Supermarket Type1,1121
FDE05,9.079166667,Low Fat,0.05432142,Frozen Foods,146,OUT010,1998,,Tier 1,Grocery Store,312
FDY10,14.66666667,Regular,0.049144165,Snack Foods,112,OUT049,1999,Medium,Tier 2,Supermarket Type1,1226
FDS43,9.708333333,Regular,0.040577878,Fruits and Vegetables,188,OUT049,1999,Medium,Tier 2,Supermarket Type1,932
NCM30,15.91666667,Regular,0.067400032,Household,41,OUT049,1999,Medium,Tier 2,Supermarket Type1,560
FDY49,14.33333333,Low Fat,0.012036432,Canned,165,OUT045,2002,,Tier 3,Supermarket Type1,1297
FDN02,13.75,Regular,0.073977473,Canned,206,OUT045,2002,,Tier 3,Supermarket Type1,1479
FDP37,13,Regular,0.143396175,Breakfast,128,OUT045,2002,,Tier 3,Supermarket Type1,1560
NCF07,7.5,Regular,0.03201648,Household,99,OUT035,2004,Small,Tier 3,Supermarket Type1,1373
FDJ09,12.5,Regular,0.058346234,Snack Foods,44,OUT013,1987,High,Tier 1,Supermarket Type1,452
FDO23,0,Regular,0.14571827,Breads,94,OUT027,1985,Medium,Tier 1,Supermarket Type3,1620
FDH09,0,Regular,0.055806016,Seafood,52,OUT027,1985,Medium,Tier 1,Supermarket Type3,864
FDX34,5.1625,Regular,0.072097449,Snack Foods,119,OUT049,1999,Medium,Tier 2,Supermarket Type1,860
FDV60,16.83333333,Low Fat,0.117543713,Baking Goods,197,OUT049,1999,Medium,Tier 2,Supermarket Type1,2384
FDE32,17.25,Regular,0.048718334,Fruits and Vegetables,38,OUT013,1987,High,Tier 1,Supermarket Type1,162
NCI30,16.875,Regular,0.0591756,Household,245,OUT018,2009,Medium,Tier 1,Supermarket Type2,3343
FDS37,6.379166667,Regular,0.031918284,Canned,117,OUT013,1987,High,Tier 1,Supermarket Type1,496
FDC57,0,Low Fat,0.095587976,Fruits and Vegetables,193,OUT019,1985,Small,Tier 2,Grocery Store,413
DRC01,4.933333333,Low Fat,0.019308607,Soft Drinks,49,OUT017,2007,,Tier 3,Supermarket Type1,1055
DRD27,15.625,Regular,0.023974769,Dairy,99,OUT017,2007,,Tier 3,Supermarket Type1,496
FDI12,7.829166667,Low Fat,0.100602552,Baking Goods,88,OUT045,2002,,Tier 3,Supermarket Type1,502
FDQ33,11.125,Regular,0.091189915,Snack Foods,149,OUT035,2004,Small,Tier 3,Supermarket Type1,3224
FDQ27,0,Low Fat,0.077480627,Meat,101,OUT019,1985,Small,Tier 2,Grocery Store,147
NCB07,16,Regular,0.129731747,Household,196,OUT010,1998,,Tier 1,Grocery Store,420
FDC08,15.83333333,Low Fat,0.103363904,Fruits and Vegetables,226,OUT013,1987,High,Tier 1,Supermarket Type1,2263
FDD20,11.79166667,Reg,0.020714523,Fruits and Vegetables,124,OUT046,1997,Small,Tier 2,Supermarket Type1,1778
FDS24,17.375,Low Fat,0.062212713,Baking Goods,88,OUT035,2004,Small,Tier 3,Supermarket Type1,822
FDH34,7.191666667,Regular,0.031271134,Snack Foods,186,OUT017,2007,,Tier 3,Supermarket Type1,2786
NCX30,13.91666667,Regular,0.026729068,Household,248,OUT018,2009,Medium,Tier 1,Supermarket Type2,4599
FDM01,6.579166667,Low Fat,0.094567181,Breakfast,104,OUT046,1997,Small,Tier 2,Supermarket Type1,1318
FDB20,6.433333333,Regular,0.05193741,Fruits and Vegetables,77,OUT013,1987,High,Tier 1,Supermarket Type1,667
NCK29,4.679166667,Regular,0.126480422,Health and Hygiene,121,OUT017,2007,,Tier 3,Supermarket Type1,2287
FDS11,5.875,Low Fat,0.055644887,Breads,224,OUT049,1999,Medium,Tier 2,Supermarket Type1,1917
NCV41,11.95833333,Regular,0.028519419,Health and Hygiene,109,OUT010,1998,,Tier 1,Grocery Store,157
DRL60,7.1,Regular,0.027101431,Soft Drinks,151,OUT049,1999,Medium,Tier 2,Supermarket Type1,1742
FDV10,6.370833333,Low Fat,0.067083367,Snack Foods,44,OUT017,2007,,Tier 3,Supermarket Type1,426
FDV09,10.08333333,Regular,0.020652362,Snack Foods,149,OUT018,2009,Medium,Tier 1,Supermarket Type2,1590
FDQ39,12.33333333,Regular,0.081042136,Meat,192,OUT046,1997,Small,Tier 2,Supermarket Type1,3685
DRE49,17.29166667,Regular,0.021336565,Soft Drinks,153,OUT018,2009,Medium,Tier 1,Supermarket Type2,975
FDR45,9,Regular,0.029001987,Snack Foods,238,OUT045,2002,,Tier 3,Supermarket Type1,6146
DRJ23,15.29166667,Regular,0.069745165,Hard Drinks,190,OUT010,1998,,Tier 1,Grocery Store,270
FDQ26,11.25,Low Fat,0.068148886,Dairy,58,OUT018,2009,Medium,Tier 1,Supermarket Type2,507
NCA06,17.08333333,Regular,0.144094079,Household,34,OUT017,2007,,Tier 3,Supermarket Type1,758
FDT24,10.29166667,Low Fat,0.186616421,Baking Goods,78,OUT018,2009,Medium,Tier 1,Supermarket Type2,717
DRG27,7.4125,Regular,0.105323859,Dairy,39,OUT045,2002,,Tier 3,Supermarket Type1,435
FDR02,13.91666667,Regular,0.022110425,Dairy,110,OUT045,2002,,Tier 3,Supermarket Type1,2541
DRG37,13.5,Regular,0.019374768,Soft Drinks,155,OUT035,2004,Small,Tier 3,Supermarket Type1,1446
FDJ07,6.05,Regular,0.014482278,Meat,118,OUT018,2009,Medium,Tier 1,Supermarket Type2,1331
FDP32,5.541666667,Regular,0.087805788,Fruits and Vegetables,126,OUT049,1999,Medium,Tier 2,Supermarket Type1,1362
FDV59,11.125,Regular,0.048027043,Breads,218,OUT046,1997,Small,Tier 2,Supermarket Type1,4043
FDP60,14.45833333,Regular,0.055908268,Baking Goods,99,OUT035,2004,Small,Tier 3,Supermarket Type1,433
FDE32,0,Regular,0.048522793,Fruits and Vegetables,39,OUT027,1985,Medium,Tier 1,Supermarket Type3,731
FDK26,4.55,Low Fat,0.032359413,Canned,187,OUT017,2007,,Tier 3,Supermarket Type1,2263
FDW28,15.20833333,Regular,0.088807455,Frozen Foods,197,OUT035,2004,Small,Tier 3,Supermarket Type1,1957
FDP56,6.820833333,Reg,0.046556408,Fruits and Vegetables,47,OUT049,1999,Medium,Tier 2,Supermarket Type1,457
FDT25,6.25,Regular,0.050750977,Canned,122,OUT046,1997,Small,Tier 2,Supermarket Type1,1400
FDQ12,10.54166667,Regular,0.035404052,Baking Goods,230,OUT035,2004,Small,Tier 3,Supermarket Type1,1476
FDR60,11.91666667,Regular,0.130390458,Baking Goods,77,OUT035,2004,Small,Tier 3,Supermarket Type1,165
FDZ10,14.875,Regular,0.074422769,Snack Foods,128,OUT010,1998,,Tier 1,Grocery Store,180
FDM13,5.354166667,Regular,0.105742544,Breakfast,130,OUT010,1998,,Tier 1,Grocery Store,93
FDF26,5.6875,Low Fat,0.046729336,Canned,153,OUT045,2002,,Tier 3,Supermarket Type1,1537
FDN02,0,Regular,0.073470234,Canned,205,OUT027,1985,Medium,Tier 1,Supermarket Type3,3845
NCI30,16.875,Regular,0.058886477,Household,245,OUT013,1987,High,Tier 1,Supermarket Type1,1231
NCJ31,16,Regular,0.18293775,Others,243,OUT049,1999,Medium,Tier 2,Supermarket Type1,2582
NCQ54,14.75,Regular,0.020993364,Household,166,OUT010,1998,,Tier 1,Grocery Store,120
FDB02,8.079166667,Low Fat,0.029223424,Canned,175,OUT045,2002,,Tier 3,Supermarket Type1,2142
FDC02,0,Regular,0.068489201,Canned,259,OUT027,1985,Medium,Tier 1,Supermarket Type3,2975
FDA11,6.458333333,Reg,0.043326511,Baking Goods,95,OUT045,2002,,Tier 3,Supermarket Type1,810
DRI23,0,Regular,0.136532569,Hard Drinks,159,OUT027,1985,Medium,Tier 1,Supermarket Type3,2063
FDE04,16.45833333,Low Fat,0.018051091,Frozen Foods,179,OUT049,1999,Medium,Tier 2,Supermarket Type1,1926
FDW38,4.4375,Low Fat,0.23212188,Dairy,55,OUT010,1998,,Tier 1,Grocery Store,38
FDG46,0,Low Fat,0.057620562,Snack Foods,115,OUT019,1985,Small,Tier 2,Grocery Store,81
NCJ05,0,Reg,0.045865089,Health and Hygiene,152,OUT027,1985,Medium,Tier 1,Supermarket Type3,1633
FDU01,0,Low Fat,0.021002171,Canned,185,OUT019,1985,Small,Tier 2,Grocery Store,396
FDY11,5.591666667,Low Fat,0.029727657,Baking Goods,66,OUT017,2007,,Tier 3,Supermarket Type1,800
FDX60,11.95833333,Regular,0.080527065,Baking Goods,79,OUT013,1987,High,Tier 1,Supermarket Type1,513
NCN29,12.66666667,Regular,0,Health and Hygiene,47,OUT049,1999,Medium,Tier 2,Supermarket Type1,312
FDT07,4.85,LF,0,Fruits and Vegetables,256,OUT049,1999,Medium,Tier 2,Supermarket Type1,1464
FDI21,4.658333333,Low Fat,0.056833394,Snack Foods,61,OUT018,2009,Medium,Tier 1,Supermarket Type2,867
FDI41,15.41666667,Low Fat,0.062256921,Frozen Foods,148,OUT046,1997,Small,Tier 2,Supermarket Type1,1471
FDE10,0,Low Fat,0.089512542,Snack Foods,133,OUT027,1985,Medium,Tier 1,Supermarket Type3,2623
FDQ28,11.66666667,Low Fat,0.060427062,Frozen Foods,153,OUT046,1997,Small,Tier 2,Supermarket Type1,2206
FDY32,6.3375,Regular,0.216323008,Fruits and Vegetables,165,OUT010,1998,,Tier 1,Grocery Store,582
NCK05,0,Regular,0.135612397,Health and Hygiene,61,OUT019,1985,Small,Tier 2,Grocery Store,43
FDH12,8,Regular,0.085125951,Baking Goods,107,OUT045,2002,,Tier 3,Supermarket Type1,913
FDJ27,14.75,Low Fat,0.122565413,Meat,103,OUT017,2007,,Tier 3,Supermarket Type1,1091
DRL35,13.08333333,Regular,0,Hard Drinks,43,OUT010,1998,,Tier 1,Grocery Store,92
NCY29,11.375,Regular,0.077670981,Health and Hygiene,55,OUT017,2007,,Tier 3,Supermarket Type1,929
FDC21,12.16666667,Low Fat,0.043201813,Fruits and Vegetables,110,OUT017,2007,,Tier 3,Supermarket Type1,1317
FDM33,13,Regular,0.088215871,Snack Foods,220,OUT017,2007,,Tier 3,Supermarket Type1,3620
DRJ39,16.875,Regular,0.036295834,Dairy,217,OUT013,1987,High,Tier 1,Supermarket Type1,782
FDB22,6.683333333,Regular,0.186528819,Snack Foods,151,OUT010,1998,,Tier 1,Grocery Store,219
FDC32,15.29166667,Regular,0.099026525,Fruits and Vegetables,93,OUT013,1987,High,Tier 1,Supermarket Type1,925
FDD02,13.83333333,Reg,0,Canned,118,OUT046,1997,Small,Tier 2,Supermarket Type1,1862
FDL28,8.333333333,Low Fat,0.063162608,Frozen Foods,228,OUT035,2004,Small,Tier 3,Supermarket Type1,2468
FDL39,13.41666667,Low Fat,0.063429818,Dairy,179,OUT049,1999,Medium,Tier 2,Supermarket Type1,1675
FDV37,10.83333333,Low Fat,0.139785104,Canned,196,OUT010,1998,,Tier 1,Grocery Store,141
FDA28,13.41666667,Low Fat,0.04807227,Frozen Foods,126,OUT017,2007,,Tier 3,Supermarket Type1,1258
FDL04,15.83333333,Regular,0.112097433,Frozen Foods,105,OUT049,1999,Medium,Tier 2,Supermarket Type1,1361
FDR10,14.66666667,Regular,0.010037996,Snack Foods,163,OUT035,2004,Small,Tier 3,Supermarket Type1,2204
FDA39,5.266666667,Regular,0.012789884,Meat,39,OUT017,2007,,Tier 3,Supermarket Type1,757
FDR15,7.75,Low Fat,0.033431669,Meat,153,OUT035,2004,Small,Tier 3,Supermarket Type1,3324
FDQ40,9.25,Low Fat,0.03623131,Frozen Foods,175,OUT017,2007,,Tier 3,Supermarket Type1,2385
DRG23,0,Regular,0.086360962,Hard Drinks,151,OUT027,1985,Medium,Tier 1,Supermarket Type3,1742
FDU36,5.125,Regular,0.046232445,Baking Goods,99,OUT013,1987,High,Tier 1,Supermarket Type1,985
FDF47,17.375,Regular,0.097618234,Starchy Foods,223,OUT046,1997,Small,Tier 2,Supermarket Type1,641
FDH14,14.25,Low Fat,0.046808553,Canned,141,OUT046,1997,Small,Tier 2,Supermarket Type1,1003
FDO45,10.95833333,Low Fat,0.03810738,Snack Foods,86,OUT018,2009,Medium,Tier 1,Supermarket Type2,439
FDK60,13.75,Low Fat,0.093846532,Baking Goods,95,OUT035,2004,Small,Tier 3,Supermarket Type1,763
FDS43,9.708333333,Regular,0.040744057,Fruits and Vegetables,185,OUT017,2007,,Tier 3,Supermarket Type1,2929
FDN44,10.95833333,Regular,0.022831052,Fruits and Vegetables,160,OUT049,1999,Medium,Tier 2,Supermarket Type1,3424
FDS34,16.125,Low Fat,0.076878416,Snack Foods,113,OUT049,1999,Medium,Tier 2,Supermarket Type1,813
FDU20,16.125,Low Fat,0.021501067,Fruits and Vegetables,122,OUT045,2002,,Tier 3,Supermarket Type1,1979
FDP44,13.75,Low Fat,0.07964724,Fruits and Vegetables,101,OUT013,1987,High,Tier 1,Supermarket Type1,1391
FDC02,17.79166667,Regular,0.068809463,Canned,258,OUT035,2004,Small,Tier 3,Supermarket Type1,3718
FDT56,13.33333333,Low Fat,0.115570552,Fruits and Vegetables,57,OUT035,2004,Small,Tier 3,Supermarket Type1,124
NCA06,17.08333333,Regular,0.143164371,Household,34,OUT013,1987,High,Tier 1,Supermarket Type1,52
FDE04,16.45833333,Low Fat,0.018008071,Frozen Foods,180,OUT013,1987,High,Tier 1,Supermarket Type1,2439
NCX06,14.66666667,Regular,0.015775777,Household,179,OUT017,2007,,Tier 3,Supermarket Type1,2716
FDX49,3.845833333,Low Fat,0.102407778,Canned,234,OUT017,2007,,Tier 3,Supermarket Type1,2829
DRM59,4.9,Regular,0.003606726,Hard Drinks,154,OUT018,2009,Medium,Tier 1,Supermarket Type2,988
FDJ34,9.833333333,Low Fat,0.093801337,Snack Foods,126,OUT049,1999,Medium,Tier 2,Supermarket Type1,894
FDP60,14.45833333,Regular,0,Baking Goods,101,OUT013,1987,High,Tier 1,Supermarket Type1,1301
FDI07,10.29166667,Low Fat,0.033760862,Meat,196,OUT046,1997,Small,Tier 2,Supermarket Type1,3672
FDV07,0,Regular,0.031131455,Fruits and Vegetables,111,OUT027,1985,Medium,Tier 1,Supermarket Type3,2289
FDH41,7.5,Regular,0.082177842,Frozen Foods,214,OUT045,2002,,Tier 3,Supermarket Type1,1228
NCB31,5.195833333,Regular,0.118858866,Household,263,OUT049,1999,Medium,Tier 2,Supermarket Type1,2442
FDW34,8,Regular,0,Snack Foods,244,OUT035,2004,Small,Tier 3,Supermarket Type1,3124
FDX45,13.95833333,Regular,0.105448901,Snack Foods,156,OUT017,2007,,Tier 3,Supermarket Type1,558
FDH14,14.25,Low Fat,0.046881328,Canned,141,OUT049,1999,Medium,Tier 2,Supermarket Type1,1204
FDF26,5.6875,Low Fat,0.078057026,Canned,154,OUT010,1998,,Tier 1,Grocery Store,109
FDU24,5.65,Low Fat,0.140955857,Baking Goods,92,OUT017,2007,,Tier 3,Supermarket Type1,2929
FDX11,13.33333333,Low Fat,0.107186944,Baking Goods,181,OUT018,2009,Medium,Tier 1,Supermarket Type2,2466
FDF35,12.5,Regular,0.153960209,Starchy Foods,105,OUT035,2004,Small,Tier 3,Supermarket Type1,842
NCC43,6.158333333,Regular,0.093160853,Household,251,OUT018,2009,Medium,Tier 1,Supermarket Type2,717
FDG29,14.66666667,Regular,0.05629192,Frozen Foods,42,OUT046,1997,Small,Tier 2,Supermarket Type1,299
FDS44,10.54166667,Low Fat,0.15604396,Fruits and Vegetables,239,OUT046,1997,Small,Tier 2,Supermarket Type1,2746
FDZ10,14.875,Regular,0.044463491,Snack Foods,127,OUT046,1997,Small,Tier 2,Supermarket Type1,1445
FDC52,9.291666667,Low Fat,0.00827301,Dairy,150,OUT013,1987,High,Tier 1,Supermarket Type1,1397
DRL35,13.08333333,Regular,0.030697825,Hard Drinks,42,OUT035,2004,Small,Tier 3,Supermarket Type1,834
NCP55,12.20833333,Regular,0,Others,56,OUT010,1998,,Tier 1,Grocery Store,39
FDV38,0,Regular,0.101281,Dairy,55,OUT027,1985,Medium,Tier 1,Supermarket Type3,1442
FDL44,15.20833333,Regular,0.012300013,Fruits and Vegetables,160,OUT045,2002,,Tier 3,Supermarket Type1,2195
FDZ47,17.25,Low Fat,0,Baking Goods,98,OUT017,2007,,Tier 3,Supermarket Type1,1346
FDT45,13.20833333,Regular,0.057313443,Snack Foods,53,OUT046,1997,Small,Tier 2,Supermarket Type1,974
FDN23,5.479166667,Low Fat,0.075625152,Breads,145,OUT049,1999,Medium,Tier 2,Supermarket Type1,2280
NCP43,14.79166667,Regular,0.030568919,Others,177,OUT045,2002,,Tier 3,Supermarket Type1,1669
DRJ24,0,Regular,0.198424841,Soft Drinks,185,OUT019,1985,Small,Tier 2,Grocery Store,264
FDA02,0,Low Fat,0.029578726,Dairy,143,OUT027,1985,Medium,Tier 1,Supermarket Type3,2683
FDH33,0,Reg,0.213125482,Snack Foods,44,OUT019,1985,Small,Tier 2,Grocery Store,125
FDF56,13.91666667,Low Fat,0.120137953,Fruits and Vegetables,181,OUT017,2007,,Tier 3,Supermarket Type1,2199
NCN26,9.041666667,Regular,0.028679894,Household,115,OUT046,1997,Small,Tier 2,Supermarket Type1,1506
FDD22,8.333333333,Regular,0.099804623,Snack Foods,113,OUT049,1999,Medium,Tier 2,Supermarket Type1,2316
FDU15,11.375,Low Fat,0.044526443,Meat,37,OUT010,1998,,Tier 1,Grocery Store,51
FDB41,15.83333333,Low Fat,0.162882227,Frozen Foods,46,OUT010,1998,,Tier 1,Grocery Store,135
FDZ35,8,Low Fat,0.022404493,Breads,102,OUT017,2007,,Tier 3,Supermarket Type1,1842
FDT60,10,Regular,0.075975642,Baking Goods,124,OUT017,2007,,Tier 3,Supermarket Type1,1061
FDE51,4.9375,Low Fat,0.09644909,Dairy,43,OUT035,2004,Small,Tier 3,Supermarket Type1,223
NCQ06,10.83333333,Regular,0.041816615,Household,254,OUT035,2004,Small,Tier 3,Supermarket Type1,3460
FDS28,6.816666667,Low Fat,0.082867689,Frozen Foods,58,OUT017,2007,,Tier 3,Supermarket Type1,122
FDH32,10.66666667,Regular,0.076214289,Fruits and Vegetables,96,OUT045,2002,,Tier 3,Supermarket Type1,1310
FDW37,16,Regular,0.124301968,Canned,89,OUT045,2002,,Tier 3,Supermarket Type1,1487
FDY33,12.08333333,Low Fat,0.097201128,Snack Foods,159,OUT046,1997,Small,Tier 2,Supermarket Type1,1932
FDF17,4.325,Regular,0.042861968,Frozen Foods,196,OUT017,2007,,Tier 3,Supermarket Type1,2665
FDG56,11.08333333,Low Fat,0.0713931,Fruits and Vegetables,61,OUT013,1987,High,Tier 1,Supermarket Type1,1137
NCB18,16.33333333,Regular,0.041256807,Household,88,OUT013,1987,High,Tier 1,Supermarket Type1,1518
FDU14,14.79166667,Regular,0.034746076,Dairy,248,OUT035,2004,Small,Tier 3,Supermarket Type1,713
FDU22,10.29166667,Regular,0.093441604,Snack Foods,119,OUT049,1999,Medium,Tier 2,Supermarket Type1,2624
NCV41,11.95833333,Regular,0.017024598,Health and Hygiene,109,OUT013,1987,High,Tier 1,Supermarket Type1,1499
FDY52,5.304166667,Regular,0.007363189,Frozen Foods,63,OUT045,2002,,Tier 3,Supermarket Type1,875
DRG48,0,Regular,0.014484582,Soft Drinks,143,OUT027,1985,Medium,Tier 1,Supermarket Type3,2187
FDU01,0,Low Fat,0.011937183,Canned,184,OUT027,1985,Medium,Tier 1,Supermarket Type3,3173
NCP53,12.29166667,Regular,0.032862976,Health and Hygiene,238,OUT013,1987,High,Tier 1,Supermarket Type1,3056
FDC17,10.125,Regular,0.015484763,Frozen Foods,211,OUT049,1999,Medium,Tier 2,Supermarket Type1,450
NCZ30,5.491666667,Regular,0.026163192,Household,121,OUT013,1987,High,Tier 1,Supermarket Type1,430
FDK03,10.5,Low Fat,0.073920438,Dairy,255,OUT046,1997,Small,Tier 2,Supermarket Type1,1998
FDE08,0,Regular,0.086352403,Fruits and Vegetables,149,OUT019,1985,Small,Tier 2,Grocery Store,318
NCM07,0,Regular,0.03976832,Others,83,OUT027,1985,Medium,Tier 1,Supermarket Type3,1677
FDY35,0,Low Fat,0.015950066,Breads,47,OUT027,1985,Medium,Tier 1,Supermarket Type3,1411
FDS28,0,Low Fat,0.082002559,Frozen Foods,59,OUT027,1985,Medium,Tier 1,Supermarket Type3,981
FDI56,6.104166667,Regular,0.093307668,Fruits and Vegetables,92,OUT013,1987,High,Tier 1,Supermarket Type1,1433
FDR23,0,Regular,0.143199389,Breads,175,OUT019,1985,Small,Tier 2,Grocery Store,252
FDF29,12.58333333,Low Fat,0.019965179,Frozen Foods,130,OUT049,1999,Medium,Tier 2,Supermarket Type1,649
FDA47,0,Low Fat,0.116108797,Baking Goods,164,OUT027,1985,Medium,Tier 1,Supermarket Type3,4311
FDI10,7.091666667,LF,0.078339081,Snack Foods,172,OUT013,1987,High,Tier 1,Supermarket Type1,985
FDC45,0,Regular,0.237651344,Fruits and Vegetables,170,OUT019,1985,Small,Tier 2,Grocery Store,122
FDA27,16.95833333,Low Fat,0.031102571,Dairy,257,OUT017,2007,,Tier 3,Supermarket Type1,1460
NCR41,14.875,Regular,0.018097419,Health and Hygiene,96,OUT018,2009,Medium,Tier 1,Supermarket Type2,952
FDR09,15.20833333,Regular,0.078041216,Snack Foods,258,OUT018,2009,Medium,Tier 1,Supermarket Type2,2034
NCB06,14.66666667,Regular,0.08226356,Health and Hygiene,160,OUT013,1987,High,Tier 1,Supermarket Type1,913
FDE53,9.079166667,Regular,0.026880159,Frozen Foods,106,OUT046,1997,Small,Tier 2,Supermarket Type1,1065
DRE27,9.875,Regular,0.222063351,Dairy,99,OUT010,1998,,Tier 1,Grocery Store,139
NCA06,0,Regular,0.142589751,Household,35,OUT027,1985,Medium,Tier 1,Supermarket Type3,418
FDL56,11.75,Regular,0.126292985,Fruits and Vegetables,88,OUT018,2009,Medium,Tier 1,Supermarket Type2,809
FDT09,12.625,Low Fat,0.012260981,Snack Foods,131,OUT035,2004,Small,Tier 3,Supermarket Type1,847
DRH03,14.375,Regular,0.05869048,Dairy,91,OUT010,1998,,Tier 1,Grocery Store,66
NCQ53,14.66666667,Regular,0.018982338,Health and Hygiene,237,OUT018,2009,Medium,Tier 1,Supermarket Type2,2025
NCT18,12.16666667,Regular,0.059405152,Household,179,OUT046,1997,Small,Tier 2,Supermarket Type1,2587
FDL43,8.416666667,Regular,0.027059264,Meat,76,OUT035,2004,Small,Tier 3,Supermarket Type1,1257
FDJ53,8.75,Regular,0.071244438,Frozen Foods,119,OUT035,2004,Small,Tier 3,Supermarket Type1,946
NCQ02,10.5,Regular,0.007455054,Household,186,OUT035,2004,Small,Tier 3,Supermarket Type1,2816
NCJ05,15.58333333,Regular,0.046088273,Health and Hygiene,153,OUT046,1997,Small,Tier 2,Supermarket Type1,2504
FDT40,4.9875,Reg,0.096185556,Frozen Foods,127,OUT018,2009,Medium,Tier 1,Supermarket Type2,2543
FDA48,10.08333333,Regular,0.11487406,Baking Goods,221,OUT046,1997,Small,Tier 2,Supermarket Type1,3642
FDV37,10.83333333,Low Fat,0.083643716,Canned,196,OUT049,1999,Medium,Tier 2,Supermarket Type1,1836
FDX07,16,Low Fat,0.022965292,Fruits and Vegetables,181,OUT045,2002,,Tier 3,Supermarket Type1,1830
DRG48,4.816666667,Regular,0.014584584,Soft Drinks,146,OUT045,2002,,Tier 3,Supermarket Type1,1562
FDF44,5.975,Low Fat,0.059716729,Fruits and Vegetables,130,OUT035,2004,Small,Tier 3,Supermarket Type1,1677
FDS24,17.375,Low Fat,0.062224479,Baking Goods,88,OUT046,1997,Small,Tier 2,Supermarket Type1,1201
NCQ50,15.625,Regular,0.034360687,Household,215,OUT049,1999,Medium,Tier 2,Supermarket Type1,3053
FDT25,6.25,Regular,0.050708743,Canned,123,OUT013,1987,High,Tier 1,Supermarket Type1,2275
FDO03,8.6625,Low Fat,0.036957777,Meat,230,OUT045,2002,,Tier 3,Supermarket Type1,3271
FDJ55,10.66666667,Low Fat,0.023530953,Meat,223,OUT046,1997,Small,Tier 2,Supermarket Type1,1285
FDM36,9.708333333,Low Fat,0.058681957,Baking Goods,170,OUT013,1987,High,Tier 1,Supermarket Type1,369
FDM21,16.83333333,Regular,0.064728148,Snack Foods,258,OUT017,2007,,Tier 3,Supermarket Type1,4049
FDK58,9.458333333,Low Fat,0,Snack Foods,103,OUT035,2004,Small,Tier 3,Supermarket Type1,1518
